model,case_id,entropy
anthropic/claude-sonnet-4.6,34,2.137267446591998
qwen/qwen3.6-35b-a3b,34,1.4305622903362423
google/gemini-3.1-pro-preview,35,1.735433771585304
qwen/qwen3.5-9b,34,1.6781976819198952
openai/gpt-5.4-mini,35,1.6722151523477766
google/gemini-3.1-flash-lite,35,1.5047882836811908
openai/gpt-5.5,35,2.088542530164763
google/gemini-3.5-flash,35,1.6796478837567517
anthropic/claude-opus-4.8,36,1.9172937052729164
qwen/qwen3.5-9b,35,1.735433771585304
openai/gpt-5.4,35,1.9305667105511306
qwen/qwen3.6-35b-a3b,35,1.8479008005090658
anthropic/claude-sonnet-4.6,35,1.9841847815175415
openai/gpt-5.4-mini,36,1.4993238634905504
google/gemini-3.1-pro-preview,36,1.3350851650920204
google/gemini-3.1-flash-lite,36,1.2968441295132072
google/gemini-3.5-flash,36,1.5841707585125298
qwen/qwen3.6-35b-a3b,36,1.56718085483299
openai/gpt-5.5,36,1.9868033248766783
anthropic/claude-opus-4.8,37,2.099370483721857
anthropic/claude-haiku-4.5,37,1.6151009973696984
anthropic/claude-sonnet-4.6,36,2.0159039259289293
openai/gpt-5.4-mini,37,1.6500244031164266
openai/gpt-5.4,37,1.8513508415333997
openai/gpt-5.5,37,1.8614740736498891
google/gemini-3.1-flash-lite,37,1.4305622903362423
google/gemini-3.1-pro-preview,37,1.4305622903362423
qwen/qwen3.5-397b-a17b,36,1.4964159349401391
openai/gpt-5.4,36,1.9589065469081306
google/gemini-3.5-flash,37,1.6790818544987116
anthropic/claude-opus-4.8,38,2.197040210974479
qwen/qwen3.6-35b-a3b,37,1.735433771585304
anthropic/claude-sonnet-4.6,37,2.1158193885812264
google/gemini-3.1-pro-preview,38,1.1872832254713437
openai/gpt-5.5,38,2.097469066322465
qwen/qwen3.5-397b-a17b,37,1.4702535277519118
google/gemini-3.1-flash-lite,38,1.5444795210968603
openai/gpt-5.4-mini,38,1.7092713643970767
openai/gpt-5.4,38,1.7763858324817416
google/gemini-3.5-flash,38,1.392321254757429
qwen/qwen3.6-35b-a3b,38,1.5148560404565352
anthropic/claude-opus-4.8,39,1.9503000726574828
openai/gpt-5.4-mini,39,1.5047882836811908
google/gemini-3.1-pro-preview,39,1.161120818283116
google/gemini-3.1-flash-lite,39,1.4305622903362423
google/gemini-3.5-flash,39,1.5614694247764
openai/gpt-5.5,39,2.0638473602700484
qwen/qwen3.5-397b-a17b,38,1.3994886078590607
qwen/qwen3.6-35b-a3b,39,1.4305622903362423
anthropic/claude-sonnet-4.6,38,2.5529428985256204
anthropic/claude-opus-4.8,40,1.8601473988651422
anthropic/claude-sonnet-4.6,39,2.076232431289938
openai/gpt-5.4,39,1.857190674366855
google/gemini-3.1-pro-preview,40,1.3705151742879562
qwen/qwen3.5-397b-a17b,39,1.4964159349401391
google/gemini-3.1-flash-lite,40,1.458174899361326
openai/gpt-5.4-mini,40,1.8385164433408627
openai/gpt-5.5,40,1.9119446916519207
google/gemini-3.5-flash,40,1.333074293476779
anthropic/claude-opus-4.8,41,1.7632227515238916
openai/gpt-5.4,40,1.7713502771555947
anthropic/claude-sonnet-4.6,40,1.9963884510988696
qwen/qwen3.6-35b-a3b,40,1.5444795210968603
anthropic/claude-haiku-4.5,41,2.100090470218558
openai/gpt-5.4-mini,41,1.5444795210968603
google/gemini-3.1-pro-preview,41,1.35778649882815
google/gemini-3.1-flash-lite,41,1.3665481146571845
qwen/qwen3.5-397b-a17b,40,1.543029319260004
openai/gpt-5.5,41,1.8365942877538213
openai/gpt-5.4,41,1.8976562388889375
google/gemini-3.5-flash,41,1.5841707585125298
anthropic/claude-sonnet-4.6,41,1.8924978520073608
qwen/qwen3.5-397b-a17b,41,1.4305622903362423
qwen/qwen3.6-35b-a3b,41,1.3762266043445461
anthropic/claude-opus-4.8,42,1.8969880350001356
anthropic/claude-haiku-4.5,42,2.3071857727176335
openai/gpt-5.4-mini,42,1.511247350302749
google/gemini-3.1-pro-preview,42,1.4964159349401391
openai/gpt-5.4,42,1.7990381249783842
google/gemini-3.1-flash-lite,42,1.4964159349401391
openai/gpt-5.5,42,2.0829714110242894
qwen/qwen3.5-9b,41,1.2798542258336676
google/gemini-3.5-flash,42,1.8479008005090658
qwen/qwen3.5-9b,39,1.5444795210968603
qwen/qwen3.6-35b-a3b,42,1.735433771585304
anthropic/claude-opus-4.8,43,1.8838041550703615
anthropic/claude-sonnet-4.6,42,2.239362684700514
google/gemini-3.1-pro-preview,43,1.392321254757429
qwen/qwen3.5-397b-a17b,42,1.7921149126805132
openai/gpt-5.5,43,2.0324702375569497
google/gemini-3.1-flash-lite,43,1.2798542258336676
openai/gpt-5.4-mini,43,1.6695801269814072
openai/gpt-5.4,43,1.93237436060048
google/gemini-3.5-flash,43,1.4702535277519118
qwen/qwen3.6-35b-a3b,43,1.5614694247764
anthropic/claude-opus-4.8,44,1.9424357776831616
qwen/qwen3.5-397b-a17b,43,1.2798542258336676
google/gemini-3.1-pro-preview,44,1.287021578935299
google/gemini-3.1-flash-lite,44,1.4964159349401391
openai/gpt-5.5,44,2.048576078203066
google/gemini-3.5-flash,44,1.4702535277519118
openai/gpt-5.4-mini,44,1.4305622903362423
qwen/qwen3.6-35b-a3b,44,1.7228001946245186
qwen/qwen3.5-397b-a17b,44,1.2565979435273382
anthropic/claude-sonnet-4.6,43,2.1016311466695488
anthropic/claude-opus-4.8,45,1.9329911495858527
openai/gpt-5.4,44,1.8892337275454734
anthropic/claude-sonnet-4.6,44,2.1533370436882997
qwen/qwen3.5-9b,43,1.635045371052128
anthropic/claude-haiku-4.5,45,2.2443472907583097
openai/gpt-5.4,45,1.7632089682175118
openai/gpt-5.5,45,2.079921925589452
google/gemini-3.1-flash-lite,45,1.5047882836811908
google/gemini-3.1-pro-preview,45,1.6796478837567517
openai/gpt-5.4-mini,45,1.6831089572088493
google/gemini-3.5-flash,45,1.656946550020622
anthropic/claude-opus-4.8,46,1.8360020690747005
anthropic/claude-haiku-4.5,46,1.6650382230093175
qwen/qwen3.5-9b,45,1.5134058386196787
qwen/qwen3.6-35b-a3b,45,1.5444795210968603
openai/gpt-5.4-mini,46,1.6955318247517566
google/gemini-3.1-pro-preview,46,1.2353468116280648
google/gemini-3.1-flash-lite,46,1.4150225884935588
openai/gpt-5.4,46,1.7590268027769487
google/gemini-3.5-flash,46,1.3705151742879562
anthropic/claude-sonnet-4.6,45,2.6059021714139656
qwen/qwen3.5-397b-a17b,45,1.3705151742879562
qwen/qwen3.5-397b-a17b,46,1.4702535277519118
anthropic/claude-opus-4.8,47,1.9688823336692391
qwen/qwen3.6-35b-a3b,46,1.8479008005090658
anthropic/claude-haiku-4.5,47,1.9633815843099565
openai/gpt-5.4-mini,47,1.5741030017371853
google/gemini-3.1-pro-preview,47,1.2353468116280648
anthropic/claude-sonnet-4.6,46,2.0301059511469868
google/gemini-3.1-flash-lite,47,1.4737146012040094
openai/gpt-5.4,47,1.789697572656244
openai/gpt-5.5,47,1.8454607579534454
google/gemini-3.5-flash,47,1.5430293192600038
qwen/qwen3.5-397b-a17b,47,1.543029319260004
qwen/qwen3.6-35b-a3b,47,1.735433771585304
anthropic/claude-opus-4.8,48,1.986734034515082
anthropic/claude-sonnet-4.6,47,2.109313467476782
openai/gpt-5.4-mini,48,1.5134058386196787
google/gemini-3.1-pro-preview,48,1.2968441295132072
openai/gpt-5.5,48,1.8908976637225603
anthropic/claude-haiku-4.5,48,1.5559253583694985
google/gemini-3.1-flash-lite,48,1.2798542258336676
google/gemini-3.5-flash,48,1.333074293476779
openai/gpt-5.5,46,1.9453203378175612
qwen/qwen3.5-9b,47,1.4305622903362423
openai/gpt-5.4,48,1.846963574315943
anthropic/claude-sonnet-4.6,48,1.9812330481210676
qwen/qwen3.6-35b-a3b,48,1.5841707585125298
anthropic/claude-opus-4.8,49,1.9410404885096997
openai/gpt-5.4-mini,49,1.487798380001651
anthropic/claude-haiku-4.5,49,1.913335764613468
google/gemini-3.1-flash-lite,49,1.2968441295132072
google/gemini-3.1-pro-preview,49,1.458174899361326
openai/gpt-5.5,49,2.2187719696599597
google/gemini-3.5-flash,49,1.5430293192600038
qwen/qwen3.6-35b-a3b,49,1.5444795210968603
qwen/qwen3.5-9b,49,1.5134058386196787
qwen/qwen3.5-397b-a17b,48,1.4406300471115867
anthropic/claude-opus-4.8,50,1.8239140432174907
openai/gpt-5.4,49,1.892100668786126
anthropic/claude-haiku-4.5,50,1.7645746669648301
anthropic/claude-sonnet-4.6,49,1.9445315835014805
google/gemini-3.1-pro-preview,50,1.4305622903362423
google/gemini-3.1-flash-lite,50,1.5444795210968603
openai/gpt-5.4,50,1.8257288690433275
qwen/qwen3.5-397b-a17b,49,1.4966966288986279
openai/gpt-5.4-mini,50,1.5260394155804642
google/gemini-3.5-flash,50,1.5134058386196787
qwen/qwen3.5-397b-a17b,50,1.4486731718440218
openai/gpt-5.5,50,2.0440607227251655
qwen/qwen3.6-35b-a3b,50,1.735433771585304
anthropic/claude-sonnet-4.6,50,1.9799773743670424
qwen/qwen3.5-9b,50,1.4305622903362423
