model,model_family,global_feature,appearances,mean_importance,frequency
anthropic/claude-sonnet-4.6,anthropic,Availability of lower-cost comparable alternative product,31,12.96774193548387,0.62
anthropic/claude-sonnet-4.6,anthropic,Avoidable early-withdrawal/liquidation penalties incurred to fund a new investment,1,9.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Below-investment-grade/speculative credit quality of the security,10,6.8,0.2
anthropic/claude-sonnet-4.6,anthropic,Breakpoint avoidance evidencing intent/scienter,3,18.666666666666668,0.06
anthropic/claude-sonnet-4.6,anthropic,Broker's warning against/non-endorsement undercutting inference of a recommendation,1,14.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Broker-dealer supervisory/oversight failure,49,5.122448979591836,0.98
anthropic/claude-sonnet-4.6,anthropic,Causation linking misconduct to client's financial harm,2,3.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Characterization as market timing vs. tactical asset allocation,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Characterization of security as speculative/penny stock,5,6.2,0.1
anthropic/claude-sonnet-4.6,anthropic,Choice of lower-commission option undercutting commission-driven motive,1,7.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client admissions/acknowledgments weakening claim,3,7.666666666666667,0.06
anthropic/claude-sonnet-4.6,anthropic,Client age/retirement stage limiting ability to recover from losses,57,8.31578947368421,1.14
anthropic/claude-sonnet-4.6,anthropic,Client ambivalence/incomplete buy-in to recommendation,2,7.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Client autonomy/right to decline advice,1,17.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client deference/uninformed reliance on advisor,5,3.2,0.1
anthropic/claude-sonnet-4.6,anthropic,Client financial capacity to bear investment risk/loss,51,7.627450980392157,1.02
anthropic/claude-sonnet-4.6,anthropic,Client financial sophistication/literacy,45,8.622222222222222,0.9
anthropic/claude-sonnet-4.6,anthropic,Client health condition creating foreseeable medical liquidity needs,16,10.125,0.32
anthropic/claude-sonnet-4.6,anthropic,Client information asymmetry / lack of awareness of account activity,5,3.6,0.1
anthropic/claude-sonnet-4.6,anthropic,"Client investment profile alignment (risk tolerance, time horizon, objectives)",73,8.904109589041095,1.46
anthropic/claude-sonnet-4.6,anthropic,Client liquidity needs versus product illiquidity/lockup,83,13.156626506024097,1.66
anthropic/claude-sonnet-4.6,anthropic,Client longevity/health uncertainty affecting value of lifetime income guarantee,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client request does not override independent suitability/best-interest duty,7,8.142857142857142,0.14
anthropic/claude-sonnet-4.6,anthropic,Client vulnerability - elderly/senior status heightening protection,37,7.864864864864865,0.74
anthropic/claude-sonnet-4.6,anthropic,Client vulnerability from personal circumstances / source of funds,4,6.0,0.08
anthropic/claude-sonnet-4.6,anthropic,Client's behavioral loss-aversion / prior reaction to market downturns,4,12.25,0.08
anthropic/claude-sonnet-4.6,anthropic,Client's buy-and-hold/low-activity strategy conflicting with fee-based/managed account,5,13.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Client's capital-preservation objective conflicting with product's principal-risk/volatility,35,13.514285714285714,0.7
anthropic/claude-sonnet-4.6,anthropic,Client's cognitive decline/diminished capacity,7,14.285714285714286,0.14
anthropic/claude-sonnet-4.6,anthropic,Client's communicated change in investment objectives,2,7.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Client's current financial pressures/cash-flow constraints,3,12.333333333333334,0.06
anthropic/claude-sonnet-4.6,anthropic,Client's explicit request/direction for the transaction or strategy,13,9.384615384615385,0.26
anthropic/claude-sonnet-4.6,anthropic,Client's expressed cost sensitivity / objection to fees,1,6.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's expressed objections/discomfort with the recommendation,1,18.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's family/dependent obligations affecting financial needs,1,6.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's financial capacity to absorb fees/costs,1,8.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's inability to meet margin calls given fixed/limited income,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's income dependency / cash-flow reliance conflicting with strategy,12,12.75,0.24
anthropic/claude-sonnet-4.6,anthropic,Client's independent research/analytical basis for the decision,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's informed rationale/conviction for declining diversification,1,18.0,0.02
anthropic/claude-sonnet-4.6,anthropic,"Client's informed, voluntary understanding/acceptance of risks",18,8.055555555555555,0.36
anthropic/claude-sonnet-4.6,anthropic,Client's insider/corporate-officer status raising securities trading restrictions (Section 16/Rule 144/blackout),2,11.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Client's long time horizon amplifying cumulative fee/cost drag,4,5.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Client's low need/utilization of premium advisory services relative to fees,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's prior investment experience/sophistication relative to product complexity,23,7.3478260869565215,0.46
anthropic/claude-sonnet-4.6,anthropic,Client's professional/industry domain expertise,4,5.75,0.08
anthropic/claude-sonnet-4.6,anthropic,Client's refusal to update risk profile leaving unresolved inconsistency,1,9.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's specific inquiry triggering heightened disclosure duty,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Client's subjective comfort not grounded in objective scenario analysis,1,8.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Combined leverage and sector concentration compounding risk,1,13.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Comparative cost analysis across share classes/fee structures,26,12.884615384615385,0.52
anthropic/claude-sonnet-4.6,anthropic,Complaint originated from a third party rather than the client,1,1.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Completeness/adequacy of customer financial/investment profile information gathered,9,8.0,0.18
anthropic/claude-sonnet-4.6,anthropic,"Compliance remediation, escalation, and reporting obligations",2,3.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Compliance with internal firm guidelines versus individualized best-interest duty,5,6.8,0.1
anthropic/claude-sonnet-4.6,anthropic,Compliance with penny stock disclosure rules,12,9.0,0.24
anthropic/claude-sonnet-4.6,anthropic,Concentration in a single sector/asset-class creating idiosyncratic risk,20,9.8,0.4
anthropic/claude-sonnet-4.6,anthropic,Concentration in speculative/volatile securities,18,10.88888888888889,0.36
anthropic/claude-sonnet-4.6,anthropic,Concentration of assets in a single illiquid product,52,11.557692307692308,1.04
anthropic/claude-sonnet-4.6,anthropic,"Concentration predated advisor or arose from appreciation, not advisor-initiated purchases",2,9.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Conflict between transaction costs and capital-preservation objective,1,10.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Conflict of interest requires mitigation not mere disclosure,4,12.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Consideration of client's total exposure including external/non-firm holdings,17,9.882352941176471,0.34
anthropic/claude-sonnet-4.6,anthropic,Contemporaneous market conditions elevating product risk,4,7.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Contingent profit-taking plan fails to mitigate downside risk,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Contrast with another advisor's opposite conclusion on the same facts,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Correlated/worst-of basket underlying increasing structured product risk,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Correlation between client's employment income/human capital and concentrated investment,6,11.666666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,Cost-to-equity ratio as excessive-trading indicator,12,18.0,0.24
anthropic/claude-sonnet-4.6,anthropic,Cost/fee consideration under Reg BI Care/best-interest obligation,14,11.857142857142858,0.28
anthropic/claude-sonnet-4.6,anthropic,Deferring the transaction would have avoided costs and preserved benefits,2,10.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Degree/level of leverage relative to account size,3,8.666666666666666,0.06
anthropic/claude-sonnet-4.6,anthropic,Downside-protection feature incompletely mitigating principal loss,5,8.6,0.1
anthropic/claude-sonnet-4.6,anthropic,Duty to evaluate cumulative effect of a series of recommendations,2,7.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Early-withdrawal tax penalty exposure (under age 59½),2,2.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Elder financial abuse statutory protections,7,4.714285714285714,0.14
anthropic/claude-sonnet-4.6,anthropic,Existence of a recommendation triggering suitability/best-interest obligations,8,10.375,0.16
anthropic/claude-sonnet-4.6,anthropic,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,6,11.5,0.12
anthropic/claude-sonnet-4.6,anthropic,Existing high-interest debt indicating priority of debt repayment over investing,1,2.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Existing holdings creating cumulative concentration/duplication,2,15.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Existing pension/fixed-income exposure making additional bond allocation redundant,1,7.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Exploitation/undue-influence pattern targeting vulnerable client,7,8.0,0.14
anthropic/claude-sonnet-4.6,anthropic,Extreme concentration in a single/few securities,7,15.571428571428571,0.14
anthropic/claude-sonnet-4.6,anthropic,Facially reasonable investment does not cure KYC/suitability deficiency,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Failure to collect/designate trusted contact person for senior investors,3,3.3333333333333335,0.06
anthropic/claude-sonnet-4.6,anthropic,Failure to deliver promised advisory/monitoring services justifying fee,7,11.857142857142858,0.14
anthropic/claude-sonnet-4.6,anthropic,Failure to incorporate current market conditions / reliance on stale data in risk analysis,2,15.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Favorable factual development does not eliminate issuer-specific risk,1,2.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Fee burden and proportionality relative to underlying investment expenses,20,11.3,0.4
anthropic/claude-sonnet-4.6,anthropic,Firm product-committee/approved-list approval relative to individualized suitability,4,6.75,0.08
anthropic/claude-sonnet-4.6,anthropic,Foreseeability of interest-rate/duration risk in rising-rate environment,4,11.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Foreseeability of sector-specific market risk,4,7.0,0.08
anthropic/claude-sonnet-4.6,anthropic,Forfeiture of valuable existing contract benefits/riders,3,11.666666666666666,0.06
anthropic/claude-sonnet-4.6,anthropic,Frequency/pattern of fund switching indicating excessive trading,7,12.571428571428571,0.14
anthropic/claude-sonnet-4.6,anthropic,Front-end sales load reducing invested capital/effective yield,6,10.5,0.12
anthropic/claude-sonnet-4.6,anthropic,Functional similarity/equivalence of switched funds,9,17.88888888888889,0.18
anthropic/claude-sonnet-4.6,anthropic,Funds constitute client's entire/essential resources for a specific goal,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",3,14.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Growth/inflation/longevity need considered as counterargument to conservative allocation,6,9.666666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,Holistic financial planning beyond the specific product (estate/healthcare),2,7.5,0.04
anthropic/claude-sonnet-4.6,anthropic,IRA/retirement rollover triggering DOL fiduciary/best-interest obligations,8,5.5,0.16
anthropic/claude-sonnet-4.6,anthropic,Implied guarantee/assurance undercutting a formal disclaimer,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Imposition of new surrender restrictions on a contract already free of charges,7,8.142857142857142,0.14
anthropic/claude-sonnet-4.6,anthropic,Improved insurer financial-strength rating as supporting factor,1,2.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Inaccurate/speculative tax-benefit claim,5,9.8,0.1
anthropic/claude-sonnet-4.6,anthropic,Incremental benefit of transaction/replacement small relative to its costs,2,10.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Industry/planning-framework norms supporting the allocation,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Irreplaceability of tax-advantaged retirement capital,3,3.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Lack of genuine diversification benefit from overlapping products,9,7.666666666666667,0.18
anthropic/claude-sonnet-4.6,anthropic,Layered/stacked fee structure creating double-dipping,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Legitimacy of active management as investment philosophy,1,2.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Legitimacy/timing of risk-profile update (post-hoc justification),2,13.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Legitimate income need justifying higher-yield strategy,1,14.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Leveraged closed-end fund structural leverage/premium risk,3,16.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Leveraged/inverse ETPs treated as short-term tactical instruments unsuitable for long-term buy-and-hold,12,12.25,0.24
anthropic/claude-sonnet-4.6,anthropic,Limited crediting/return potential relative to illiquidity tradeoff,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Liquidity provisions mitigating liquidity concerns,3,4.666666666666667,0.06
anthropic/claude-sonnet-4.6,anthropic,Loss caused by client's own overriding decision or external/idiosyncratic event,8,4.5,0.16
